starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 19 17:56:02 2022	1642604162	28	41	68	30
Wed Jan 19 17:56:02 2022	1642604162	27	41	68	30
Wed Jan 19 17:55:52 2022	1642604152	29	40	68	29
Wed Jan 19 17:56:04 2022	1642604164	39	29	68	26
Wed Jan 19 17:56:01 2022	1642604161	22	46	68	40
Wed Jan 19 17:55:54 2022	1642604154	35	33	68	28
Wed Jan 19 17:55:56 2022	1642604156	25	43	68	31
Wed Jan 19 17:56:06 2022	1642604166	41	28	68	24
Wed Jan 19 17:56:01 2022	1642604161	41	27	68	19
Wed Jan 19 17:55:55 2022	1642604155	37	31	68	28
Wed Jan 19 17:56:04 2022	1642604164	7	62	68	61
Wed Jan 19 17:56:01 2022	1642604161	41	28	68	17
Wed Jan 19 17:56:00 2022	1642604160	39	29	68	21
Wed Jan 19 17:56:01 2022	1642604161	40	28	68	17
Wed Jan 19 17:56:01 2022	1642604161	36	33	68	29
Wed Jan 19 17:56:04 2022	1642604164	32	36	68	27
Wed Jan 19 17:56:00 2022	1642604160	1	67	68	49
Wed Jan 19 17:56:00 2022	1642604160	29	39	68	29
Wed Jan 19 17:55:52 2022	1642604152	23	45	68	38
Wed Jan 19 17:55:53 2022	1642604153	21	47	68	31
Wed Jan 19 17:56:00 2022	1642604160	20	48	68	33
Wed Jan 19 17:55:56 2022	1642604156	27	42	68	32
Wed Jan 19 17:56:02 2022	1642604162	20	49	68	40
Wed Jan 19 17:55:56 2022	1642604156	23	46	68	31
Wed Jan 19 17:55:58 2022	1642604158	19	50	68	32
Wed Jan 19 17:56:01 2022	1642604161	41	28	68	18
Wed Jan 19 17:55:57 2022	1642604157	25	44	68	35
Wed Jan 19 17:56:02 2022	1642604162	28	41	68	30
Wed Jan 19 17:55:52 2022	1642604152	24	45	68	38
Wed Jan 19 17:55:55 2022	1642604155	21	47	69	36
Wed Jan 19 17:55:55 2022	1642604155	11	58	69	26
Wed Jan 19 17:56:06 2022	1642604166	24	44	69	36
Wed Jan 19 17:56:03 2022	1642604163	37	32	69	23
Wed Jan 19 17:55:56 2022	1642604156	23	45	69	31
Wed Jan 19 17:55:54 2022	1642604154	30	38	69	20
Wed Jan 19 17:56:01 2022	1642604161	41	27	69	19
Wed Jan 19 17:56:00 2022	1642604160	28	41	69	30
Wed Jan 19 17:55:53 2022	1642604153	20	49	69	32
Wed Jan 19 17:55:52 2022	1642604152	24	44	69	37
Wed Jan 19 17:55:54 2022	1642604154	33	36	69	16
Wed Jan 19 17:55:57 2022	1642604157	13	56	69	51
Wed Jan 19 17:56:00 2022	1642604160	40	29	69	21
Wed Jan 19 17:55:53 2022	1642604153	31	37	69	32
Wed Jan 19 17:55:56 2022	1642604156	32	37	69	32
Wed Jan 19 17:55:52 2022	1642604152	25	44	69	37
Wed Jan 19 17:56:02 2022	1642604162	29	40	69	14
Wed Jan 19 17:55:59 2022	1642604159	35	34	69	31
Wed Jan 19 17:56:00 2022	1642604160	28	40	69	31
Wed Jan 19 17:55:59 2022	1642604159	20	48	69	36
Wed Jan 19 17:56:06 2022	1642604166	36	33	69	25
Wed Jan 19 17:56:01 2022	1642604161	10	59	69	54
Wed Jan 19 17:56:05 2022	1642604165	36	33	69	27
Wed Jan 19 17:56:04 2022	1642604164	35	33	69	21
Wed Jan 19 17:55:56 2022	1642604156	8	61	69	53
Wed Jan 19 17:55:52 2022	1642604152	25	44	69	36
Wed Jan 19 17:56:01 2022	1642604161	24	44	69	22
Wed Jan 19 17:55:59 2022	1642604159	24	45	69	42
Wed Jan 19 17:56:00 2022	1642604160	19	50	69	46
Wed Jan 19 17:55:54 2022	1642604154	41	28	69	21
Wed Jan 19 17:55:53 2022	1642604153	29	40	69	37
Wed Jan 19 17:55:57 2022	1642604157	24	45	69	42
Wed Jan 19 17:55:54 2022	1642604154	28	41	69	28
Wed Jan 19 17:55:59 2022	1642604159	35	34	69	31
Wed Jan 19 17:56:03 2022	1642604163	36	33	69	22
Wed Jan 19 17:55:52 2022	1642604152	25	43	69	35
Wed Jan 19 17:56:05 2022	1642604165	26	42	69	37
Wed Jan 19 17:56:03 2022	1642604163	13	55	69	42
Wed Jan 19 17:55:59 2022	1642604159	8	60	69	39
Wed Jan 19 17:56:06 2022	1642604166	0	68	69	51
Wed Jan 19 17:56:02 2022	1642604162	28	40	69	30
Wed Jan 19 17:55:54 2022	1642604154	11	58	69	54
Wed Jan 19 17:56:04 2022	1642604164	39	30	69	21
Wed Jan 19 17:55:57 2022	1642604157	44	25	69	17
Wed Jan 19 17:55:55 2022	1642604155	34	34	69	29
Wed Jan 19 17:56:01 2022	1642604161	34	35	69	28
Wed Jan 19 17:56:02 2022	1642604162	48	20	69	19
Wed Jan 19 17:56:03 2022	1642604163	12	57	69	23
Wed Jan 19 17:55:52 2022	1642604152	26	42	69	32
Wed Jan 19 17:55:53 2022	1642604153	45	23	69	19
Wed Jan 19 17:55:54 2022	1642604154	34	35	69	21
Wed Jan 19 17:55:56 2022	1642604156	20	49	69	33
Wed Jan 19 17:56:02 2022	1642604162	42	27	69	16
Wed Jan 19 17:56:04 2022	1642604164	33	35	69	27
Wed Jan 19 17:56:05 2022	1642604165	30	39	69	19
Wed Jan 19 17:55:54 2022	1642604154	41	28	69	21
Wed Jan 19 17:55:54 2022	1642604154	42	27	69	20
Wed Jan 19 17:55:54 2022	1642604154	42	27	69	20
Wed Jan 19 17:55:57 2022	1642604157	35	33	69	22
Wed Jan 19 17:55:56 2022	1642604156	38	31	69	29
Wed Jan 19 17:55:56 2022	1642604156	11	58	69	24
Wed Jan 19 17:55:52 2022	1642604152	29	39	69	31
Wed Jan 19 17:56:06 2022	1642604166	40	29	69	24
Wed Jan 19 17:56:06 2022	1642604166	36	33	69	26
Wed Jan 19 17:56:02 2022	1642604162	42	27	69	16
Wed Jan 19 17:55:52 2022	1642604152	29	40	69	29
Wed Jan 19 17:56:03 2022	1642604163	37	32	69	23
Wed Jan 19 17:56:01 2022	1642604161	23	46	69	30
Wed Jan 19 17:56:02 2022	1642604162	42	26	69	18
Wed Jan 19 17:56:02 2022	1642604162	27	41	69	31
Wed Jan 19 17:55:59 2022	1642604159	9	60	69	39
Wed Jan 19 17:55:54 2022	1642604154	36	33	69	28
Wed Jan 19 17:56:06 2022	1642604166	36	33	69	25
Wed Jan 19 17:56:05 2022	1642604165	20	48	69	28
Wed Jan 19 17:55:57 2022	1642604157	33	36	69	27
Wed Jan 19 17:55:58 2022	1642604158	8	61	69	46
Wed Jan 19 17:56:02 2022	1642604162	35	33	69	26
Wed Jan 19 17:56:03 2022	1642604163	16	53	69	37
Wed Jan 19 17:55:52 2022	1642604152	31	38	69	31
Wed Jan 19 17:55:52 2022	1642604152	39	30	69	9
Wed Jan 19 17:56:06 2022	1642604166	32	37	69	25
Wed Jan 19 17:56:06 2022	1642604166	40	29	69	18
Wed Jan 19 17:56:06 2022	1642604166	40	28	69	18
Wed Jan 19 17:55:59 2022	1642604159	25	44	69	41
Wed Jan 19 17:55:56 2022	1642604156	38	31	69	24
Wed Jan 19 17:56:02 2022	1642604162	20	49	69	31
Wed Jan 19 17:55:55 2022	1642604155	55	14	69	12
Wed Jan 19 17:55:56 2022	1642604156	25	43	69	32
Wed Jan 19 17:55:54 2022	1642604154	28	41	69	34
Wed Jan 19 17:55:55 2022	1642604155	26	43	69	41
Wed Jan 19 17:56:02 2022	1642604162	43	26	69	16
Wed Jan 19 17:56:00 2022	1642604160	39	29	69	21
Wed Jan 19 17:55:54 2022	1642604154	21	48	69	39
Wed Jan 19 17:55:58 2022	1642604158	45	23	69	18
Wed Jan 19 17:56:04 2022	1642604164	33	36	69	27
Wed Jan 19 17:56:00 2022	1642604160	25	43	69	35
Wed Jan 19 17:55:56 2022	1642604156	19	50	69	34
Wed Jan 19 17:56:01 2022	1642604161	31	38	69	28
Wed Jan 19 17:56:01 2022	1642604161	16	52	69	46
Wed Jan 19 17:55:54 2022	1642604154	13	56	69	48
Wed Jan 19 17:56:04 2022	1642604164	32	36	69	27
Wed Jan 19 17:56:02 2022	1642604162	36	33	69	21
Wed Jan 19 17:55:54 2022	1642604154	24	45	69	43
Wed Jan 19 17:56:02 2022	1642604162	29	40	69	14
Wed Jan 19 17:56:00 2022	1642604160	29	39	69	29
Wed Jan 19 17:55:54 2022	1642604154	42	27	69	20
Wed Jan 19 17:56:05 2022	1642604165	33	36	69	21
Wed Jan 19 17:56:05 2022	1642604165	31	37	69	24
Wed Jan 19 17:55:54 2022	1642604154	43	26	69	19
Wed Jan 19 17:55:54 2022	1642604154	42	27	69	19
Wed Jan 19 17:55:55 2022	1642604155	15	54	69	44
Wed Jan 19 17:55:57 2022	1642604157	13	56	69	51
Wed Jan 19 17:55:56 2022	1642604156	31	37	69	32
Wed Jan 19 17:56:06 2022	1642604166	30	39	69	25
Wed Jan 19 17:55:55 2022	1642604155	11	58	69	26
Wed Jan 19 17:55:53 2022	1642604153	27	42	69	33
Wed Jan 19 17:55:54 2022	1642604154	22	47	69	42
Wed Jan 19 17:55:56 2022	1642604156	15	54	69	34
Wed Jan 19 17:55:54 2022	1642604154	1	68	69	42
Wed Jan 19 17:56:05 2022	1642604165	34	34	69	27
Wed Jan 19 17:55:55 2022	1642604155	22	47	69	36
Wed Jan 19 17:56:02 2022	1642604162	20	48	69	31
Wed Jan 19 17:55:58 2022	1642604158	8	61	69	47
Wed Jan 19 17:56:06 2022	1642604166	0	69	69	52
Wed Jan 19 17:55:55 2022	1642604155	36	32	69	28
Wed Jan 19 17:56:02 2022	1642604162	43	26	69	18
Wed Jan 19 17:56:01 2022	1642604161	42	27	69	20
Wed Jan 19 17:56:01 2022	1642604161	0	69	69	56
Wed Jan 19 17:55:54 2022	1642604154	31	38	69	20
Wed Jan 19 17:56:01 2022	1642604161	23	46	69	43
Wed Jan 19 17:55:54 2022	1642604154	33	35	69	21
Wed Jan 19 17:55:56 2022	1642604156	38	30	69	27
Wed Jan 19 17:56:06 2022	1642604166	7	62	69	62
Wed Jan 19 17:55:54 2022	1642604154	17	52	69	24
Wed Jan 19 17:56:06 2022	1642604166	35	34	69	26
Wed Jan 19 17:55:58 2022	1642604158	35	34	69	28
Wed Jan 19 17:55:56 2022	1642604156	31	38	69	33
Wed Jan 19 17:56:02 2022	1642604162	17	52	69	29
Wed Jan 19 17:55:53 2022	1642604153	23	46	69	40
Wed Jan 19 17:55:58 2022	1642604158	7	62	69	46
Wed Jan 19 17:56:01 2022	1642604161	4	65	69	65
Wed Jan 19 17:56:01 2022	1642604161	42	27	69	20
Wed Jan 19 17:56:01 2022	1642604161	30	39	69	32
Wed Jan 19 17:56:06 2022	1642604166	36	33	69	26
Wed Jan 19 17:56:05 2022	1642604165	42	27	69	26
Wed Jan 19 17:56:00 2022	1642604160	10	59	69	40
Wed Jan 19 17:55:52 2022	1642604152	31	38	69	31
Wed Jan 19 17:55:55 2022	1642604155	3	66	69	59
Wed Jan 19 17:56:01 2022	1642604161	42	27	69	21
Wed Jan 19 17:55:55 2022	1642604155	23	46	69	34
Wed Jan 19 17:56:04 2022	1642604164	25	44	69	37
Wed Jan 19 17:55:54 2022	1642604154	33	36	69	18
Wed Jan 19 17:56:03 2022	1642604163	23	45	69	23
Wed Jan 19 17:56:06 2022	1642604166	9	60	69	36
Wed Jan 19 17:55:53 2022	1642604153	24	45	69	35
Wed Jan 19 17:56:00 2022	1642604160	10	59	69	40
Wed Jan 19 17:55:55 2022	1642604155	38	31	69	26
Wed Jan 19 17:56:00 2022	1642604160	32	37	69	33
Wed Jan 19 17:56:02 2022	1642604162	42	27	69	22
Wed Jan 19 17:55:56 2022	1642604156	39	30	69	26
Wed Jan 19 17:55:55 2022	1642604155	56	13	69	11
Wed Jan 19 17:55:52 2022	1642604152	29	40	69	29
Wed Jan 19 17:56:03 2022	1642604163	14	55	69	39
Wed Jan 19 17:56:06 2022	1642604166	24	45	69	36
Wed Jan 19 17:56:03 2022	1642604163	13	56	69	42
Wed Jan 19 17:56:06 2022	1642604166	4	65	69	42
Wed Jan 19 17:56:03 2022	1642604163	13	56	69	39
Wed Jan 19 17:56:02 2022	1642604162	27	42	69	31
Wed Jan 19 17:55:58 2022	1642604158	19	50	69	33
Wed Jan 19 17:55:53 2022	1642604153	24	45	69	20
Wed Jan 19 17:55:57 2022	1642604157	1	68	69	67
Wed Jan 19 17:55:55 2022	1642604155	23	46	69	40
Wed Jan 19 17:56:03 2022	1642604163	36	33	69	22
Wed Jan 19 17:56:05 2022	1642604165	24	45	69	37
Wed Jan 19 17:56:02 2022	1642604162	28	41	69	31
Wed Jan 19 17:56:04 2022	1642604164	39	30	69	21
Wed Jan 19 17:55:58 2022	1642604158	10	59	69	32
Wed Jan 19 17:56:04 2022	1642604164	7	62	69	62
Wed Jan 19 17:55:54 2022	1642604154	31	38	69	27
Wed Jan 19 17:55:56 2022	1642604156	39	30	69	26
Wed Jan 19 17:56:01 2022	1642604161	24	45	69	30
Wed Jan 19 17:56:00 2022	1642604160	38	31	69	27
Wed Jan 19 17:56:06 2022	1642604166	25	44	69	21
Wed Jan 19 17:55:56 2022	1642604156	39	30	69	27
Wed Jan 19 17:55:59 2022	1642604159	35	34	69	31
Wed Jan 19 17:55:55 2022	1642604155	26	43	69	41
Wed Jan 19 17:56:06 2022	1642604166	27	42	69	21
Wed Jan 19 17:56:06 2022	1642604166	25	44	69	36
Wed Jan 19 17:55:56 2022	1642604156	22	47	69	44
Wed Jan 19 17:55:55 2022	1642604155	55	14	69	12
Wed Jan 19 17:55:56 2022	1642604156	25	44	69	32
Wed Jan 19 17:56:00 2022	1642604160	39	30	69	21
Wed Jan 19 17:56:01 2022	1642604161	1	68	69	54
Wed Jan 19 17:55:56 2022	1642604156	37	32	69	27
Wed Jan 19 17:56:01 2022	1642604161	34	35	69	28
Wed Jan 19 17:56:04 2022	1642604164	33	36	69	27
Wed Jan 19 17:56:01 2022	1642604161	35	34	69	18
Wed Jan 19 17:56:06 2022	1642604166	0	69	69	52
Wed Jan 19 17:56:06 2022	1642604166	35	34	69	27
Wed Jan 19 17:56:01 2022	1642604161	29	40	69	32
Wed Jan 19 17:56:02 2022	1642604162	43	26	69	18
Wed Jan 19 17:56:01 2022	1642604161	42	27	69	20
Wed Jan 19 17:56:06 2022	1642604166	39	30	69	23
Wed Jan 19 17:56:04 2022	1642604164	33	37	69	27
Wed Jan 19 17:55:56 2022	1642604156	23	46	69	44
Wed Jan 19 17:55:53 2022	1642604153	23	46	69	34
Wed Jan 19 17:56:02 2022	1642604162	12	57	69	35
Wed Jan 19 17:56:03 2022	1642604163	31	38	69	34
Wed Jan 19 17:56:06 2022	1642604166	35	34	69	27
Wed Jan 19 17:55:59 2022	1642604159	25	44	69	41
Wed Jan 19 17:55:54 2022	1642604154	24	46	69	34
Wed Jan 19 17:56:00 2022	1642604160	31	39	69	18
Wed Jan 19 17:55:54 2022	1642604154	32	37	69	18
Wed Jan 19 17:56:05 2022	1642604165	31	38	69	32
Wed Jan 19 17:55:56 2022	1642604156	39	30	69	26
Wed Jan 19 17:55:56 2022	1642604156	39	30	69	26
Wed Jan 19 17:55:55 2022	1642604155	4	65	69	59
Wed Jan 19 17:56:05 2022	1642604165	33	36	69	20
Wed Jan 19 17:56:01 2022	1642604161	41	28	69	19
Wed Jan 19 17:56:05 2022	1642604165	20	49	69	27
Wed Jan 19 17:55:59 2022	1642604159	41	29	69	25
Wed Jan 19 17:56:06 2022	1642604166	25	44	69	39
Wed Jan 19 17:55:56 2022	1642604156	31	38	69	23
Wed Jan 19 17:56:02 2022	1642604162	29	40	69	13
Wed Jan 19 17:55:56 2022	1642604156	31	38	69	33
Wed Jan 19 17:55:56 2022	1642604156	11	58	69	24
Wed Jan 19 17:55:52 2022	1642604152	39	31	69	9
Wed Jan 19 17:55:55 2022	1642604155	22	47	69	36
Wed Jan 19 17:56:00 2022	1642604160	20	49	69	45
Wed Jan 19 17:55:55 2022	1642604155	24	46	69	36
Wed Jan 19 17:56:02 2022	1642604162	34	35	69	26
Wed Jan 19 17:55:56 2022	1642604156	30	39	69	30
Wed Jan 19 17:56:01 2022	1642604161	10	59	69	55
Wed Jan 19 17:56:06 2022	1642604166	32	37	69	29
Wed Jan 19 17:55:55 2022	1642604155	7	62	69	47
Wed Jan 19 17:55:56 2022	1642604156	23	46	69	43
Wed Jan 19 17:55:55 2022	1642604155	7	62	69	47
Wed Jan 19 17:56:01 2022	1642604161	14	55	69	45
Wed Jan 19 17:56:06 2022	1642604166	24	45	69	36
Wed Jan 19 17:56:01 2022	1642604161	15	55	69	45
Wed Jan 19 17:56:01 2022	1642604161	22	47	69	39
Wed Jan 19 17:55:59 2022	1642604159	41	29	69	25
Wed Jan 19 17:55:54 2022	1642604154	36	34	69	28
Wed Jan 19 17:56:02 2022	1642604162	20	49	69	40
Wed Jan 19 17:55:53 2022	1642604153	23	46	69	34
Wed Jan 19 17:56:01 2022	1642604161	0	69	69	56
Wed Jan 19 17:56:04 2022	1642604164	34	36	69	27
Wed Jan 19 17:56:06 2022	1642604166	0	69	69	52
Wed Jan 19 17:55:56 2022	1642604156	22	47	69	45
Wed Jan 19 17:55:54 2022	1642604154	26	44	69	25
Wed Jan 19 17:56:00 2022	1642604160	30	40	69	30
Wed Jan 19 17:56:01 2022	1642604161	23	47	69	40
Wed Jan 19 17:55:56 2022	1642604156	22	48	69	28
Wed Jan 19 17:55:56 2022	1642604156	24	45	69	42
Wed Jan 19 17:55:56 2022	1642604156	24	46	69	42
Wed Jan 19 17:56:02 2022	1642604162	43	26	69	16
Wed Jan 19 17:56:02 2022	1642604162	12	58	69	33
Wed Jan 19 17:56:06 2022	1642604166	35	34	69	28
Wed Jan 19 17:55:58 2022	1642604158	8	62	69	46
Wed Jan 19 17:56:06 2022	1642604166	1	68	69	54
Wed Jan 19 17:56:01 2022	1642604161	17	53	69	47
Wed Jan 19 17:55:54 2022	1642604154	33	37	69	16
Wed Jan 19 17:55:54 2022	1642604154	24	46	69	43
Wed Jan 19 17:56:05 2022	1642604165	36	33	69	27
Wed Jan 19 17:56:01 2022	1642604161	22	47	69	39
Wed Jan 19 17:56:01 2022	1642604161	15	54	69	46
Wed Jan 19 17:56:05 2022	1642604165	33	36	69	21
Wed Jan 19 17:55:59 2022	1642604159	26	43	69	25
Wed Jan 19 17:56:00 2022	1642604160	20	49	69	44
Wed Jan 19 17:55:53 2022	1642604153	25	45	69	10
Wed Jan 19 17:56:01 2022	1642604161	41	28	69	18
Wed Jan 19 17:56:04 2022	1642604164	31	38	69	28
Wed Jan 19 17:55:54 2022	1642604154	22	48	69	42
Wed Jan 19 17:56:06 2022	1642604166	40	29	69	18
Wed Jan 19 17:56:04 2022	1642604164	25	44	69	37
Wed Jan 19 17:56:03 2022	1642604163	14	56	69	39
Wed Jan 19 17:56:06 2022	1642604166	1	69	69	54
Wed Jan 19 17:56:00 2022	1642604160	42	27	69	25
Wed Jan 19 17:56:06 2022	1642604166	18	52	69	34
Wed Jan 19 17:55:56 2022	1642604156	39	31	69	12
Wed Jan 19 17:56:01 2022	1642604161	15	54	69	45
Wed Jan 19 17:56:01 2022	1642604161	15	54	69	45
Wed Jan 19 17:56:04 2022	1642604164	39	30	69	22
Wed Jan 19 17:55:57 2022	1642604157	36	34	69	23
Wed Jan 19 17:56:01 2022	1642604161	39	31	69	27
Wed Jan 19 17:55:56 2022	1642604156	41	28	69	13
Wed Jan 19 17:56:03 2022	1642604163	13	56	69	42
Wed Jan 19 17:55:55 2022	1642604155	15	54	69	44
Wed Jan 19 17:56:05 2022	1642604165	32	38	69	24
Wed Jan 19 17:56:02 2022	1642604162	42	27	69	20
Wed Jan 19 17:56:01 2022	1642604161	22	47	69	39
Wed Jan 19 17:56:06 2022	1642604166	7	62	69	35
Wed Jan 19 17:56:01 2022	1642604161	34	35	69	19
Wed Jan 19 17:55:54 2022	1642604154	32	37	69	23
Wed Jan 19 17:55:55 2022	1642604155	25	44	69	24
Wed Jan 19 17:56:02 2022	1642604162	29	40	69	30
Wed Jan 19 17:56:02 2022	1642604162	29	40	69	13
Wed Jan 19 17:55:55 2022	1642604155	26	43	69	41
Wed Jan 19 17:55:56 2022	1642604156	42	27	69	8
Wed Jan 19 17:56:00 2022	1642604160	20	49	69	44
Wed Jan 19 17:55:59 2022	1642604159	33	36	69	19
Wed Jan 19 17:55:54 2022	1642604154	32	38	69	26
Wed Jan 19 17:56:07 2022	1642604167	12	58	69	57
Wed Jan 19 17:56:02 2022	1642604162	40	29	69	25
Wed Jan 19 17:55:56 2022	1642604156	30	40	69	23
Wed Jan 19 17:56:02 2022	1642604162	41	29	69	24
Wed Jan 19 17:55:56 2022	1642604156	38	32	69	29
Wed Jan 19 17:56:05 2022	1642604165	30	39	69	19
Wed Jan 19 17:55:53 2022	1642604153	24	45	69	31
Wed Jan 19 17:56:05 2022	1642604165	32	38	69	30
Wed Jan 19 17:56:01 2022	1642604161	39	30	69	23
Wed Jan 19 17:55:59 2022	1642604159	21	49	69	36
Wed Jan 19 17:55:58 2022	1642604158	18	52	69	45
Wed Jan 19 17:56:06 2022	1642604166	1	68	69	53
Wed Jan 19 17:55:57 2022	1642604157	24	46	69	42
Wed Jan 19 17:55:55 2022	1642604155	7	62	69	47
Wed Jan 19 17:56:01 2022	1642604161	34	35	69	28
Wed Jan 19 17:56:00 2022	1642604160	37	33	69	20
Wed Jan 19 17:56:01 2022	1642604161	40	30	69	21
Wed Jan 19 17:56:02 2022	1642604162	13	56	69	40
Wed Jan 19 17:56:05 2022	1642604165	42	27	69	26
Wed Jan 19 17:56:01 2022	1642604161	40	30	69	21
Wed Jan 19 17:56:02 2022	1642604162	39	30	69	24
Wed Jan 19 17:56:06 2022	1642604166	35	35	69	28
Wed Jan 19 17:56:05 2022	1642604165	27	43	69	37
Wed Jan 19 17:56:02 2022	1642604162	40	29	69	26
Wed Jan 19 17:56:02 2022	1642604162	41	28	69	23
Wed Jan 19 17:55:56 2022	1642604156	24	45	69	34
Wed Jan 19 17:56:01 2022	1642604161	39	30	69	21
Wed Jan 19 17:55:59 2022	1642604159	25	44	69	41
Wed Jan 19 17:56:04 2022	1642604164	12	58	69	43
Wed Jan 19 17:56:07 2022	1642604167	16	53	69	31
Wed Jan 19 17:56:00 2022	1642604160	21	49	69	44
Wed Jan 19 17:55:58 2022	1642604158	9	61	69	47
Wed Jan 19 17:55:55 2022	1642604155	11	58	69	26
Wed Jan 19 17:56:02 2022	1642604162	42	28	69	23
Wed Jan 19 17:56:03 2022	1642604163	20	50	69	27
Wed Jan 19 17:55:55 2022	1642604155	55	14	69	13
Wed Jan 19 17:56:02 2022	1642604162	37	33	69	22
Wed Jan 19 17:56:06 2022	1642604166	31	39	69	25
Wed Jan 19 17:56:02 2022	1642604162	41	28	69	24
Wed Jan 19 17:55:55 2022	1642604155	6	64	70	59
Wed Jan 19 17:56:01 2022	1642604161	23	47	70	40
Wed Jan 19 17:56:01 2022	1642604161	35	35	70	18
Wed Jan 19 17:56:06 2022	1642604166	21	48	70	37
Wed Jan 19 17:56:01 2022	1642604161	42	27	70	22
Wed Jan 19 17:56:01 2022	1642604161	42	27	70	21
Wed Jan 19 17:55:54 2022	1642604154	17	53	70	24
Wed Jan 19 17:56:01 2022	1642604161	40	30	70	20
Wed Jan 19 17:56:02 2022	1642604162	42	28	70	22
Wed Jan 19 17:55:54 2022	1642604154	31	38	70	27
Wed Jan 19 17:56:07 2022	1642604167	16	54	70	31
Wed Jan 19 17:56:01 2022	1642604161	39	30	70	27
Wed Jan 19 17:56:01 2022	1642604161	40	29	70	20
Wed Jan 19 17:56:01 2022	1642604161	40	30	70	20
Wed Jan 19 17:55:57 2022	1642604157	27	43	70	8
Wed Jan 19 17:56:01 2022	1642604161	41	29	70	20
Wed Jan 19 17:56:00 2022	1642604160	42	27	70	25
Wed Jan 19 17:56:06 2022	1642604166	35	35	70	28
Wed Jan 19 17:56:01 2022	1642604161	42	27	70	21
Wed Jan 19 17:55:54 2022	1642604154	33	37	70	21
Wed Jan 19 17:56:00 2022	1642604160	30	39	70	26
Wed Jan 19 17:56:01 2022	1642604161	40	29	70	20
Wed Jan 19 17:55:57 2022	1642604157	35	34	70	22
Wed Jan 19 17:55:55 2022	1642604155	24	46	70	33
Wed Jan 19 17:55:55 2022	1642604155	21	48	70	33
Wed Jan 19 17:56:06 2022	1642604166	35	35	70	29
Wed Jan 19 17:56:01 2022	1642604161	41	29	70	18
Wed Jan 19 17:55:55 2022	1642604155	22	48	70	36
Wed Jan 19 17:56:06 2022	1642604166	41	29	70	24
Wed Jan 19 17:56:01 2022	1642604161	41	28	70	18
Wed Jan 19 17:56:00 2022	1642604160	21	49	70	43
Wed Jan 19 17:55:59 2022	1642604159	25	45	70	41
Wed Jan 19 17:55:56 2022	1642604156	38	31	70	24
Wed Jan 19 17:56:02 2022	1642604162	43	27	70	20
Wed Jan 19 17:56:05 2022	1642604165	20	50	70	27
Wed Jan 19 17:56:06 2022	1642604166	41	29	70	25
Wed Jan 19 17:56:01 2022	1642604161	41	28	70	18
Wed Jan 19 17:55:52 2022	1642604152	29	41	70	29
Wed Jan 19 17:56:02 2022	1642604162	39	30	70	29
Wed Jan 19 17:56:01 2022	1642604161	35	34	70	19
Wed Jan 19 17:56:05 2022	1642604165	20	50	70	27
Wed Jan 19 17:56:04 2022	1642604164	42	28	70	26
Wed Jan 19 17:56:00 2022	1642604160	21	49	70	43
Wed Jan 19 17:55:52 2022	1642604152	37	33	70	13
Wed Jan 19 17:55:56 2022	1642604156	22	48	70	28
Wed Jan 19 17:56:02 2022	1642604162	39	30	70	24
Wed Jan 19 17:56:01 2022	1642604161	39	31	70	23
Wed Jan 19 17:56:04 2022	1642604164	42	28	70	26
Wed Jan 19 17:56:07 2022	1642604167	16	54	70	31
Wed Jan 19 17:55:55 2022	1642604155	7	62	70	58
Wed Jan 19 17:56:02 2022	1642604162	43	27	70	20
Wed Jan 19 17:56:00 2022	1642604160	44	26	70	22
Wed Jan 19 17:56:01 2022	1642604161	39	31	70	22
Wed Jan 19 17:56:01 2022	1642604161	39	30	70	22
Wed Jan 19 17:56:01 2022	1642604161	39	30	70	22
Wed Jan 19 17:55:58 2022	1642604158	9	61	70	41
Wed Jan 19 17:56:02 2022	1642604162	30	40	70	12
Wed Jan 19 17:55:53 2022	1642604153	23	47	70	40
Wed Jan 19 17:56:00 2022	1642604160	9	61	70	45
Wed Jan 19 17:56:05 2022	1642604165	32	38	70	30
Wed Jan 19 17:56:04 2022	1642604164	35	34	70	21
Wed Jan 19 17:55:58 2022	1642604158	35	35	70	29
Wed Jan 19 17:56:01 2022	1642604161	31	39	70	28
Wed Jan 19 17:55:55 2022	1642604155	56	13	70	11
Wed Jan 19 17:55:55 2022	1642604155	18	51	70	48
Wed Jan 19 17:56:01 2022	1642604161	24	46	70	30
Wed Jan 19 17:55:55 2022	1642604155	11	59	70	26
Wed Jan 19 17:56:01 2022	1642604161	36	34	70	29
Wed Jan 19 17:55:55 2022	1642604155	4	66	70	59
Wed Jan 19 17:55:55 2022	1642604155	39	30	70	27
Wed Jan 19 17:55:57 2022	1642604157	4	66	70	45
Wed Jan 19 17:55:55 2022	1642604155	4	66	70	59
Wed Jan 19 17:56:02 2022	1642604162	34	35	70	33
Wed Jan 19 17:55:54 2022	1642604154	12	58	70	56
Wed Jan 19 17:56:01 2022	1642604161	10	60	70	55
Wed Jan 19 17:55:54 2022	1642604154	33	37	70	20
Wed Jan 19 17:55:54 2022	1642604154	32	38	70	18
Wed Jan 19 17:55:53 2022	1642604153	32	38	70	32
Wed Jan 19 17:56:02 2022	1642604162	34	35	70	33
Wed Jan 19 17:55:56 2022	1642604156	41	28	70	13
